smiles,minimum_degree,MW,HBD,num_rings,num_rotatable_bonds,TPSA,solubility
CC(C)OC(=O)Nc1cccc(Cl)c1,1,213.664,1,1,2,38.33,-3.38
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,1,288.738,0,3,1,49.33,-4.114
CNC(=O)Oc1cccc2ccccc12,1,201.225,1,2,1,38.33,-3.224
C#C,1,26.038,0,0,0,0,0.29
Cc1cncc(C)c1,1,107.156,0,1,0,12.89,0.38
C1C=CCC=C1,2,80.13,0,1,0,0,-2.06
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,1,329.38,0,0,8,65.07,-2.518
CC(O)c1ccccc1,1,122.167,1,1,1,20.23,-0.92
CC(Cl)CCl,1,112.987,0,0,1,0,-1.6
CCCC=C(CC)C=O,1,126.199,0,0,4,17.07,-2.46
CCOP(=S)(OCC)SCCSCC,1,274.413,0,0,9,18.46,-4.23
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,1,344.495,0,4,1,43.37,-5.284
Clc1ccc(cc1)c2c(Cl)cccc2Cl ,1,257.547,0,2,1,0,-6.14
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,1,310.687,2,2,2,58.2,-6.02
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,1,289.545,1,2,2,29.46,-4.46
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,1,390.564,0,1,14,52.6,-6.637
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,1,346.467,2,4,2,74.6,-3.24
Cc1cc(C)cc(C)c1,1,120.195,0,1,0,0,-3.4
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,1,390.564,0,1,16,52.6,-5.115
CCCCCCCCCCCCCCCO,1,228.42,1,0,13,20.23,-6.35
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,1,291.992,0,2,1,0,-7.39
O=C1NC(=O)NC(=O)C1(C)C,1,156.141,2,1,0,75.27,-1.742
CC(C)I,1,169.993,0,0,0,0,-2.09
O=N(=O)c1ccccc1N(=O)=O,1,168.108,0,1,2,86.28,-3.1
CC(C)C(=O)C,1,86.134,0,0,1,17.07,-0.12
CCCCCCCCCCCCCCCC,1,226.448,0,0,13,0,-8.4
CC12CCC(CC1)C(C)(C)O2,1,154.253,0,3,0,9.23,-1.74
Cc2cccc3sc1nncn1c23 ,1,189.243,0,3,0,30.19,-2.07
CCCCCCC(=O)C,1,128.215,0,0,5,17.07,-2.05
CCCCCCCCC(=O)OC,1,172.268,0,0,7,26.3,-3.38
Fc1ccc(F)cc1,1,114.094,0,1,0,0,-1.97
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,1,258.233,1,3,1,83.55,-2.676
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,1,335.282,0,1,7,89.52,-5.68
CCO,1,46.069,1,0,0,20.23,1.1
O=C2NC(=O)C1(CCCC1)C(=O)N2,1,182.179,2,2,0,75.27,-2.349
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,1,236.271,2,1,4,67.43,-1.83
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,1,350.458,0,3,6,35.53,-5.24
CN(C)C(=O)NC1CCCCCCC1,1,198.31,1,1,1,32.34,-2.218
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,1,545.546,0,6,0,0,-6.8
CCCCCCCCBr,1,193.128,0,0,6,0,-5.06
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,1,290.323,2,2,4,85.25,-4.883
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,1,231.299,0,2,2,30.17,-0.364
CCC(O)CC,1,88.15,1,0,2,20.23,-0.24
Cc1ccc(cc1)N(=O)=O,1,137.138,0,1,1,43.14,-2.49
CC(C)CCCO,1,102.177,1,0,3,20.23,-1.14
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,1,314.425,2,4,0,57.53,-4.57
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,1,428.12,1,2,4,46.53,-4.93
Nc2cnn(c1ccccc1)c(=O)c2Cl,1,221.647,1,2,1,60.91,-2.878
CCC(C)(C)O,1,88.15,1,0,1,20.23,0.15
Cc1ccc(O)cc1,1,108.14,1,1,0,20.23,-0.73
CCOC=O,1,74.079,0,0,2,26.3,0.15
CN(C)c1ccccc1,1,121.183,0,1,1,3.24,-1.92
C1CCC2CCCCC2C1,2,138.254,0,2,0,0,-5.19
CCCCS,1,90.191,1,0,2,0,-2.18
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,2,252.316,0,5,0,0,-7.8
ClC(=C(Cl)Cl)Cl,1,165.834,0,0,0,0,-2.54
CCC(=O)CC,1,86.134,0,0,2,17.07,-0.28
C=CC#N,1,53.064,0,0,0,23.79,0.15
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1,410.457,3,4,2,94.83,-5.613
CCCCC(=O)C,1,100.161,0,0,3,17.07,-0.8
CCNc1nc(NC(C)(C)C)nc(OC)n1,1,225.296,2,1,4,71.96,-3.239
CCCCC(C)CC,1,114.232,0,0,4,0,-5.16
BrCCBr,1,187.862,0,0,1,0,-1.68
CNC(=O)Oc1ccccc1C(C)C,1,193.246,1,1,2,38.33,-2.863
O=C1NCCN1c2ncc(s2)N(=O)=O,1,214.206,1,2,2,88.37,-3.22
C1c2ccccc2c3ccc4ccccc4c13,2,216.283,0,4,0,0,-6.68
COc1ccccc1Cl,1,142.585,0,1,1,9.23,-2.46
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1,366,0,1,4,27.69,-6.09
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,1,332.57,1,2,3,63.24,-5.03
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,1,320.046,0,2,3,0,-7.2
COC(=O)C=C,1,86.09,0,0,1,26.3,-0.22
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,1,290.75,1,2,3,41.57,-4.89
N(=Nc1ccccc1)c2ccccc2,2,182.226,0,2,2,24.72,-4.45
CC(C)c1ccc(C)cc1,1,134.222,0,1,1,0,-3.77
Oc1c(Cl)cccc1Cl,1,163.003,1,1,0,20.23,-1.79
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,1,342.297,8,2,5,189.53,0.79
OC1C(O)C(O)C(O)C(O)C1O,1,180.156,6,1,0,121.38,0.35
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,1,254.246,2,2,3,102.28,-0.17
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,1,323.132,3,1,6,112.7,-2.111
CCC(O)(CC)CC,1,116.204,1,0,3,20.23,-0.85
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,1,306.515,1,5,0,20.23,-5.41
Brc1ccccc1Br,1,235.906,0,1,0,0,-3.5
Oc1c(Cl)cc(Cl)cc1Cl,1,197.448,1,1,0,20.23,-2.34
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,1,346.365,1,1,8,149.68,-5.16
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,1,255.292,0,3,2,20.31,-4.799
CC(C)C(=O)C(C)C,1,114.188,0,0,2,17.07,-1.3
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,1,238.287,2,1,3,75.27,-2.593
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),1,262.261,2,3,1,75.99,-2.943
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,1,194.194,0,2,0,61.82,-0.876
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,1,416.583,0,5,1,60.44,-4.173
Cc1ccc(O)cc1C,1,122.167,1,1,0,20.23,-1.38
O(c1ccccc1)c2ccccc2,2,170.211,0,2,2,9.23,-3.96
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,1,360.882,0,2,1,0,-8.56
NC(=O)c1cccnc1 ,1,122.127,1,1,1,55.98,0.61
Sc1ccccc1,1,110.181,1,1,0,0,-2.12
CNC(=O)Oc1cc(C)cc(C)c1,1,179.219,1,1,1,38.33,-2.581
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,1,409.782,0,3,0,0,-6.86
CSSC,1,94.204,0,0,1,0,-1.44
NC(=O)c1ccccc1,1,121.139,1,1,1,43.09,-0.96
Clc1ccccc1Br,1,191.455,0,1,0,0,-3.19
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,1,446.405,6,3,6,184.6,-0.742
CCCCC(O)CC,1,116.204,1,0,4,20.23,-1.47
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,1,268.32,1,3,1,58.12,-4.554
Oc1cc(Cl)cc(Cl)c1,1,163.003,1,1,0,20.23,-1.34
Cc1cccc2c1ccc3ccccc32,1,192.261,0,3,0,0,-5.85
CCCCC(CC)CO,1,130.231,1,0,5,20.23,-2.11
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,1,270.225,0,0,4,20.31,-4.286
Cc1ccccc1,1,92.141,0,1,0,0,-2.21
Clc1cccc(n1)C(Cl)(Cl)Cl,1,230.909,0,1,0,12.89,-3.76
C1CCC=CCC1,2,96.173,0,1,0,0,-3.18
CN(C)C(=S)SSC(=S)N(C)C ,1,240.444,0,0,0,6.48,-3.9
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,1,352.77,0,3,3,71.06,-3.246
CCCCCCCCCCO,1,158.285,1,0,8,20.23,-3.63
CCC(C)(C)CC,1,100.205,0,0,2,0,-4.23
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1,287.343,1,0,8,64.63,1.144
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,1,231.893,1,1,0,20.23,-3.15
CCCC=O,1,72.107,0,0,2,17.07,-0.01
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,1,434.504,2,4,3,100.9,-4.9
CCCC,1,58.124,0,0,1,0,-2.57
COc1ccccc1O,1,124.139,1,1,1,29.46,-1.96
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,1,376.468,2,4,1,74.6,-4.099
ClC(Cl)C(Cl)(Cl)Cl,1,202.295,0,0,0,0,-2.6
CCOC(=O)c1ccccc1C(=O)OCC,1,222.24,0,1,4,52.6,-2.35
CC(C)CO,1,74.123,1,0,1,20.23,0.1
CC(C)Cc1ccccc1,1,134.222,0,1,2,0,-4.12
ICI,1,267.835,0,0,0,0,-2.34
CCCC(O)CCC,1,116.204,1,0,4,20.23,-1.4
CCCCCOC(=O)C,1,130.187,0,0,4,26.3,-1.89
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,1,231.893,1,1,0,20.23,-3.37
CCCc1ccccc1,1,120.195,0,1,2,0,-3.37
FC(F)(Cl)C(F)(F)Cl,1,170.92,0,0,1,0,-2.74
CC=CC=O,1,70.091,0,0,1,17.07,0.32
CN(C)C(=O)N(C)C ,1,116.164,0,0,0,23.55,0.94
Cc1cc(C)c(C)cc1C,1,134.222,0,1,0,0,-4.59
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,1,340.463,0,4,1,43.37,-4.8
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,1,299.288,0,2,5,55.84,-3.35
c1ccccc1NC(=O)c2c(O)cccc2,1,213.236,2,2,2,49.33,-3.59
CCN(CC)C(=S)SCC(Cl)=C,1,223.794,0,0,4,3.24,-3.39
ClCC,1,64.515,0,0,0,0,-1.06
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,1,310.297,2,1,3,75.27,-3.24
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,1,285.343,0,3,3,38.77,-3.46
CC/C=C\C,1,70.135,0,0,1,0,-2.54
CNC(=O)ON=C(CSC)C(C)(C)C ,1,218.322,1,0,3,50.69,-1.62
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,1,224.26,2,2,0,75.27,-2.982
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,1,263.381,1,1,1,38.33,-4.24
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,1,288.255,4,3,1,107.22,-3.62
O=C(c1ccccc1)c2ccccc2,1,182.222,0,2,2,17.07,-3.12
CCCCCCCCCCCCCCCCCCCC,1,282.556,0,0,17,0,-8.172
N(Nc1ccccc1)c2ccccc2 ,2,184.242,2,2,3,24.06,-2.92
CCC(CC)CO,1,102.177,1,0,3,20.23,-1.17
Oc1ccncc1,1,95.101,1,1,0,33.12,1.02
Cl\C=C/Cl,1,96.944,0,0,0,0,-1.3
CC1CCCC1,1,84.162,0,1,0,0,-3.3
CC(C)CC(C)O,1,102.177,1,0,2,20.23,-0.8
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,1,254.289,1,3,0,55.56,-3.928
CC(C)(C)CO,1,88.15,1,0,0,20.23,-0.4
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,1,293.754,0,2,4,57.01,-3.61
Cc1cc(no1)C(=O)NNCc2ccccc2,1,231.255,2,2,4,67.16,-2.461
CC=C,1,42.081,0,0,0,0,-1.08
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,1,269.127,2,2,2,40.46,-3.953
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,1,300.314,2,2,4,76.66,-4.632
O=C1c2ccccc2C(=O)c3ccccc13,1,208.216,0,3,0,34.14,-5.19
CCCCCCC(C)O,1,130.231,1,0,5,20.23,-2.09
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,1,267.306,1,2,2,72.47,-2.281
CCCCc1ccccc1,1,134.222,0,1,3,0,-4.06
O=C1NC(=O)C(=O)N1 ,1,114.06,2,1,0,75.27,-0.4
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1,466.479,0,2,10,55.38,-6.237
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,1,338.772,3,3,2,109.49,-3.451
CC(C)COC(=O)C,1,116.16,0,0,2,26.3,-1.21
CC(C)C(C)(C)C,1,100.205,0,0,0,0,-4.36
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,1,395.327,0,2,1,0,-7.66
N#Cc1ccccc1C#N,1,128.134,0,1,0,47.58,-2.38
Cc1cccc(c1)N(=O)=O,1,137.138,0,1,1,43.14,-2.44
FC(F)(F)C(Cl)Br ,1,197.381,0,0,0,0,-1.71
CNC(=O)ON=C(SC)C(=O)N(C)C,1,219.266,1,0,1,71,0.106
CCSCCSP(=S)(OC)OC,1,246.359,0,0,7,18.46,-3.091
CCC(C)C,1,72.151,0,0,1,0,-3.18
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1,365.964,0,1,5,44.76,-4.522
